,doc_id,text,country,year,coding,difficult
DEU_56_2001.txt.65,DEU_56_2001.txt.65,The United Nations should be the coordinating agency for all peace efforts.,DEU,2001,un,0
DEU_56_2001.txt.66,DEU_56_2001.txt.66,It is indispensable as the framework for the political process and as the guarantor of internal agreements within Afghanistan.,DEU,2001,un,1
DEU_56_2001.txt.67,DEU_56_2001.txt.67,Only a peace process under the auspices of the United Nations will succeed in excluding external involvement in the future and 13  ensuring a peaceful future for the country in harmony with its neighbours.,DEU,2001,un,1
DEU_56_2001.txt.68,DEU_56_2001.txt.68,Germany and the European Union are willing to play their part towards a political solution for Afghanistan and to participate in the long term in the economic and social reconstruction of Afghanistan.,DEU,2001,development,0
DEU_56_2001.txt.69,DEU_56_2001.txt.69,"More than anything, the refugees and the civilian population must be helped.",DEU,2001,human,0
DEU_56_2001.txt.70,DEU_56_2001.txt.70,We cannot tolerate the fact that the Taliban is hindering humanitarian access and is using the civilian population as a shield.,DEU,2001,human,0
DEU_56_2001.txt.71,DEU_56_2001.txt.71,"Especially because of the approaching winter, we must do everything in our power to provide the people with at least the most basic necessities and to alleviate their despair and hardship.",DEU,2001,human,0
DEU_56_2001.txt.72,DEU_56_2001.txt.72,"Is it possible to establish humanitarian protected areas, to use the expulsion of the Taliban from Mazar-e-Sharif and other towns to improve the humanitarian situation, and to make a town like Kabul an open city?",DEU,2001,human,0
DEU_56_2001.txt.73,DEU_56_2001.txt.73,"Of course this will be very difficult, but let us nevertheless think without taboos about absolutely all ways in which we could help the people.",DEU,2001,human,1
DEU_56_2001.txt.74,DEU_56_2001.txt.74,"As chair of the Afghanistan Support Group, Germany has issued an invitation to a meeting in Berlin at the beginning of December.",DEU,2001,human,1
DEU_56_2001.txt.75,DEU_56_2001.txt.75,I appeal to all States to make a great humanitarian effort now and to come to the aid of the downtrodden Afghan people.,DEU,2001,human,0
DEU_56_2001.txt.76,DEU_56_2001.txt.76,Solving regional conflicts will be of critical importance in the fight against terrorism.,DEU,2001,security,0
DEU_56_2001.txt.77,DEU_56_2001.txt.77,The Middle East conflict is a top priority.,DEU,2001,security,0
DEU_56_2001.txt.78,DEU_56_2001.txt.78,Our hearts go out to the many innocent victims on all sides.,DEU,2001,security,1
DEU_56_2001.txt.79,DEU_56_2001.txt.79,"Both the Israeli and Palestinian peoples have a right to live free of fear, in dignity and in peace.",DEU,2001,security,0
DEU_56_2001.txt.80,DEU_56_2001.txt.80,"This is indivisible not only from Israel's right of statehood, as recognized in Madrid - which is, in our view, inviolable - but also from its security.",DEU,2001,security,0
DEU_56_2001.txt.81,DEU_56_2001.txt.81,Germany bears a special responsibility towards Israel stemming from its past.,DEU,2001,security,1
DEU_56_2001.txt.82,DEU_56_2001.txt.82,Any policy that aims at destroying Israel by means of terrorism or otherwise will face determined opposition from Germany.,DEU,2001,security,0
DEU_56_2001.txt.83,DEU_56_2001.txt.83,"However, we equally advocate the Palestinians' right to self-determination and their right to their own State, Palestine.",DEU,2001,security,0
DEU_56_2001.txt.84,DEU_56_2001.txt.84,"In the European Union Berlin Declaration of March 1999 we stated that ""the creation of a democratic, viable and peaceful sovereign Palestinian State on the basis of existing agreements and through negotiations would be the best guarantee of Israel's security"".",DEU,2001,security,0
DEU_56_2001.txt.85,DEU_56_2001.txt.85,This is truer today than ever before.,DEU,2001,security,1
DEU_56_2001.txt.86,DEU_56_2001.txt.86,Never before has there been broader international backing for a solution to the Israeli-Palestinian conflict.,DEU,2001,security,0
DEU_56_2001.txt.87,DEU_56_2001.txt.87,"The Mitchell recommendations still form the basis for the timetable accepted by all sides, and in their spirit we call on Israelis and Palestinians alike to put an immediate and lasting end to violence and confrontation, to resume the agreed direct talks without delay and to seriously implement the negotiated ceasefires.",DEU,2001,security,0
DEU_56_2001.txt.88,DEU_56_2001.txt.88,These talks must lead to genuine negotiations on a viable political solution.,DEU,2001,security,1
DEU_56_2001.txt.89,DEU_56_2001.txt.89,The real aim of the terrorists is to trigger a clash of civilizations and to inflame the situation in the Near and Middle East.,DEU,2001,security,0
DEU_56_2001.txt.90,DEU_56_2001.txt.90,Under no circumstances can we allow ourselves to be drawn into such a conflict.,DEU,2001,security,0
DEU_56_2001.txt.91,DEU_56_2001.txt.91,"We are fighting international terrorism, not Islam.",DEU,2001,security,0
DEU_56_2001.txt.92,DEU_56_2001.txt.92,We must counter the terrorist strategy designed to bring about the clash of civilizations with a dialogue of cultures and religions.,DEU,2001,security,0
DEU_56_2001.txt.93,DEU_56_2001.txt.93,We need a spiritual debate based on mutual understanding that attempts to reach genuine agreement on the fundamental values that unite us.,DEU,2001,security,1
DEU_56_2001.txt.94,DEU_56_2001.txt.94,"Such a dialogue presupposes the existence of shared values, but also respect for other traditions and differences between peoples.",DEU,2001,democracy,1
DEU_56_2001.txt.95,DEU_56_2001.txt.95,"However, one thing must be clear: human rights are universal, not Western values.",DEU,2001,human,0
DEU_56_2001.txt.96,DEU_56_2001.txt.96,Consensus was reached on them by the international community of States in the Charter of the United Nations and the human rights conventions.,DEU,2001,human,0
DEU_56_2001.txt.97,DEU_56_2001.txt.97,Any dialogue must build on the universality of human rights.,DEU,2001,human,0
DEU_56_2001.txt.98,DEU_56_2001.txt.98,"It must be conducted with respect for the dignity of all involved, in tolerance and openness.",DEU,2001,human,0
DEU_56_2001.txt.99,DEU_56_2001.txt.99,"It must start at home, within cultures themselves.",DEU,2001,human,1
DEU_56_2001.txt.100,DEU_56_2001.txt.100,It can bear fruit only if it is pursued free of all constraint.,DEU,2001,human,1
DEU_56_2001.txt.101,DEU_56_2001.txt.101,And it has a purpose only if all participants are also ready to offer self-criticism.,DEU,2001,human,1
DEU_56_2001.txt.102,DEU_56_2001.txt.102,"The insidious anthrax attacks since 11 September show that the threat from weapons of mass destruction in terrorist hands, which yesterday seemed abstract, is today a real and deadly danger.",DEU,2001,security,0
DEU_56_2001.txt.103,DEU_56_2001.txt.103,The community of States must do everything in its power to counter it with a new push for non-proliferation and global disarmament.,DEU,2001,security,0
DEU_56_2001.txt.104,DEU_56_2001.txt.104,"The dangers of the dissemination of weapons to non-State groups and of regional arms races require new answers and effective, internationally enforceable criminal sanctions.",DEU,2001,security,0
DEU_56_2001.txt.105,DEU_56_2001.txt.105,"In the nuclear field, the commitment contained in the Non-Proliferation Treaty to complete nuclear disarmament remains crucial.",DEU,2001,security,0
DEU_56_2001.txt.106,DEU_56_2001.txt.106,"As regards biological weapons, in view of the acute threat, effective global control mechanisms must finally be created.",DEU,2001,security,0
DEU_56_2001.txt.107,DEU_56_2001.txt.107,The Chemical Weapons Convention must be more rigorously implemented.,DEU,2001,security,0
DEU_56_2001.txt.108,DEU_56_2001.txt.108,All States are called 14  upon to participate in the negotiation of an international code of conduct on ballistic missile proliferation.,DEU,2001,security,0
DEU_56_2001.txt.109,DEU_56_2001.txt.109,The fight now beginning against terrorism must build on the awareness that the first world cannot in the long term live secure and safe from the tensions and conflicts of the third world.,DEU,2001,security,0
DEU_56_2001.txt.110,DEU_56_2001.txt.110,Almost one quarter of the world population is starving.,DEU,2001,development,0
DEU_56_2001.txt.111,DEU_56_2001.txt.111,Ninety-five per cent of those infected with AIDS live in developing countries.,DEU,2001,development,0
DEU_56_2001.txt.112,DEU_56_2001.txt.112,Africa is particularly hard hit.,DEU,2001,development,1
DEU_56_2001.txt.113,DEU_56_2001.txt.113,At present only a minority of the world's citizens profit from the opportunities for growth offered by globalization and from the use of the new information technologies.,DEU,2001,development,0
DEU_56_2001.txt.114,DEU_56_2001.txt.114,"This state of affairs cannot be accepted, even by the rich countries - for moral reasons, but also because tensions and conflicts today spread much more quickly and widely than ever before.",DEU,2001,development,0
DEU_56_2001.txt.115,DEU_56_2001.txt.115,The battle against poverty cannot be won unless we take equally determined steps to preserve the natural resources on which life depends.,DEU,2001,development,0
DEU_56_2001.txt.116,DEU_56_2001.txt.116,"At the coming World Summit in Johannesburg we must make a quantum leap forward towards sustainable development, improved poverty eradication and better management of our natural resources.",DEU,2001,development,0
DEU_56_2001.txt.117,DEU_56_2001.txt.117,The Kyoto Protocol must enter into force next year.,DEU,2001,development,1
DEU_56_2001.txt.118,DEU_56_2001.txt.118,"And we must strengthen the sole advocate of the global environment, the United Nations Environment Programme, institutionally, operationally and financially.",DEU,2001,development,1
DEU_56_2001.txt.119,DEU_56_2001.txt.119,11 September made it horrifyingly clear that the human race will not be able to live in peace and security in the absence of political order at the global and regional levels.,DEU,2001,security,0
DEU_56_2001.txt.120,DEU_56_2001.txt.120,"Germany will continue to do its utmost to bring about the strengthening of the United Nations and its capacity to act, so that the world will be a more peaceful, just and humane place in the twenty-first century than it was in the twentieth century.",DEU,2001,security,0
DEU_56_2001.txt.121,DEU_56_2001.txt.121,"The future belongs to responsible governance for one world, governance based not on hegemonic claims, but on cooperation, solidarity and multilateralism.",DEU,2001,security,0
DEU_56_2001.txt.122,DEU_56_2001.txt.122,"If together we succeed in implementing such a policy, we will not just ultimately win the war against terrorism but will also be able to eradicate its roots forever.",DEU,2001,security,0
RUS_57_2002.txt.1,RUS_57_2002.txt.1,One year has passed since the tragic events that took place on 11 September 2001 in the United States of America shook the world and demonstrated the magnitude and brutality of the global threat of international terrorism.,RUS,2002,security,0
RUS_57_2002.txt.2,RUS_57_2002.txt.2,During the past year the world became fully aware of the challenges that humankind was facing as we entered the twenty-first century.,RUS,2002,security,1
RUS_57_2002.txt.3,RUS_57_2002.txt.3,It was a year during which the international community came together and began to take decisive action against terrorism.,RUS,2002,security,0
RUS_57_2002.txt.4,RUS_57_2002.txt.4,"While paying tribute to the memory of all of the victims of the terrorism that has left a bloody trail throughout the world, we must now take stock of the initial results of the joint anti-terrorist campaign and, most important, outline our objectives in strengthening the foundations of international security and stability.",RUS,2002,security,0
RUS_57_2002.txt.5,RUS_57_2002.txt.5,The most important outcome of the coming together of States to achieve common goals  unprecedented since the Second World War  is clear today.,RUS,2002,security,0
RUS_57_2002.txt.6,RUS_57_2002.txt.6,"A broad international anti-terrorist coalition has been established and is actively functioning; it has already demonstrated its effectiveness in Afghanistan, a country that international terrorists of various affiliations had transformed into their own personal lair.",RUS,2002,security,0
RUS_57_2002.txt.7,RUS_57_2002.txt.7,Our common objective is not only to preserve the experience of interaction acquired within the framework of the coalition  avoiding such unilateral actions as might undermine it  but also to transform the anti-terrorist alliance into a supportive mechanism of effective security and cooperation for the new millennium.,RUS,2002,security,0
RUS_57_2002.txt.8,RUS_57_2002.txt.8,The United Nations must certainly be a pivotal element of such a mechanism.,RUS,2002,un,0
RUS_57_2002.txt.9,RUS_57_2002.txt.9,"Indeed, the United Nations is called upon to continue to guarantee that, in combating new threats and challenges, the efforts of 20  the international community rest on a solid basis of international law.",RUS,2002,un,0
RUS_57_2002.txt.10,RUS_57_2002.txt.10,We must acknowledge  and the past year has been very instructive in this regard  that a great deal of hard work awaits us.,RUS,2002,security,1
RUS_57_2002.txt.11,RUS_57_2002.txt.11,It will be possible to put insurmountable obstacles in the way of fanatics and extremists who spread death and destruction only if we can reach general agreement on core issues relating to the world order.,RUS,2002,security,0
RUS_57_2002.txt.12,RUS_57_2002.txt.12,"In this context, the role of the United Nations is, indeed, irreplaceable.",RUS,2002,un,0
RUS_57_2002.txt.13,RUS_57_2002.txt.13,The fact that the process of implementing the fundamental anti-terrorist resolution  Security Council resolution 1373 (2001)  is under way is of critical importance.,RUS,2002,un,0
RUS_57_2002.txt.14,RUS_57_2002.txt.14,"That resolution is binding on all States, and we must now seek to achieve its unconditional implementation by all States.",RUS,2002,un,0
RUS_57_2002.txt.15,RUS_57_2002.txt.15,A priority task in the war on terrorism is the strengthening of its international legal framework.,RUS,2002,security,0
RUS_57_2002.txt.16,RUS_57_2002.txt.16,"First and foremost, there is a need to ensure the genuinely universal character of existing anti-terrorist conventions.",RUS,2002,security,0
RUS_57_2002.txt.17,RUS_57_2002.txt.17,"Having ratified the 1999 Convention for the Suppression of the Financing of Terrorism, Russia is now completing the process of accession to those international instruments.",RUS,2002,security,0
RUS_57_2002.txt.18,RUS_57_2002.txt.18,"At the same time, we are seriously concerned about the lack of real progress in negotiating a comprehensive convention on combating terrorism and a convention on the suppression of acts of nuclear terrorism.",RUS,2002,security,0
RUS_57_2002.txt.19,RUS_57_2002.txt.19,The well-known differences in the approaches of States to the provisions of such instruments could certainly be fully reconciled.,RUS,2002,security,1
RUS_57_2002.txt.20,RUS_57_2002.txt.20,"They should not overshadow the objective, which is pressing for all of us, of establishing a legal basis to counter terrorism in all its manifestations  a basis that would be in keeping with the realities of today's world.",RUS,2002,security,0
RUS_57_2002.txt.21,RUS_57_2002.txt.21,Russia is continuing to make resolute efforts to achieve that objective.,RUS,2002,security,1
RUS_57_2002.txt.22,RUS_57_2002.txt.22,"It is the obligation of all States to protect the rights and freedoms of their citizens, the most important of these being the right to life.",RUS,2002,human,0
RUS_57_2002.txt.23,RUS_57_2002.txt.23,"But it is precisely the lives of ordinary people that are threatened by terrorists, and each year new names are added to the list of victims.",RUS,2002,security,0
RUS_57_2002.txt.24,RUS_57_2002.txt.24,The international community can no longer tolerate this.,RUS,2002,security,1
RUS_57_2002.txt.25,RUS_57_2002.txt.25,It is our obligation to provide our citizens with the right to reliable protection against terrorism.,RUS,2002,security,0
RUS_57_2002.txt.26,RUS_57_2002.txt.26,Such an objective can be achieved only if all States agree on a range of specific measures under United Nations auspices.,RUS,2002,un,0
RUS_57_2002.txt.27,RUS_57_2002.txt.27,There is now a need to draw up an effective code to protect human rights against terrorism.,RUS,2002,human,0
RUS_57_2002.txt.28,RUS_57_2002.txt.28,"Some of these measures have already been discussed by the international community, including in this forum.",RUS,2002,security,1
RUS_57_2002.txt.29,RUS_57_2002.txt.29,Others will require consideration in a broader context.,RUS,2002,security,1
RUS_57_2002.txt.30,RUS_57_2002.txt.30,"The most important consideration, however, is that we should agree on a unified system of values and measures shared by all States.",RUS,2002,security,1
RUS_57_2002.txt.31,RUS_57_2002.txt.31,"The results of the war against terrorism will be tangible only if we act in concert at all levels  global, regional and national.",RUS,2002,security,0
RUS_57_2002.txt.32,RUS_57_2002.txt.32,"The anti-terrorist cooperation mechanisms aimed at preventing the spread of terrorism in Central Asia, including those within the framework of the Commonwealth of Independent States and the Shanghai Cooperation Organization, are gaining momentum and thus provide clear evidence of that fact.",RUS,2002,security,0
RUS_57_2002.txt.33,RUS_57_2002.txt.33,There is a great deal of potential in the new partnership between Russia and the countries of the North Atlantic Treaty Organization.,RUS,2002,security,1
RUS_57_2002.txt.34,RUS_57_2002.txt.34,"The field of anti-terrorism is an integral part of our continuous dialogue and cooperation with the leading countries of the world, including the United States, China, India and the States members of the European Union.",RUS,2002,security,0
RUS_57_2002.txt.35,RUS_57_2002.txt.35,"We are confident that the development of such interaction at many levels will promote a climate of confidence, security and cooperation in all parts of the world.",RUS,2002,security,0
RUS_57_2002.txt.36,RUS_57_2002.txt.36,The stability and credibility of the emerging international system of the twenty-first century will depend directly on the maintenance and strengthening of strategic stability.,RUS,2002,security,0
RUS_57_2002.txt.37,RUS_57_2002.txt.37,"This fundamental objective was advanced by the signing, by the Presidents of Russia and of the United States, at their May meeting in Moscow, of the Strategic Offensive Reductions Treaty, which was a specific, major contribution by the leading nuclear Powers to nuclear disarmament.",RUS,2002,security,0
RUS_57_2002.txt.38,RUS_57_2002.txt.38,It is also very important to ensure the non- proliferation of weapons of mass destruction.,RUS,2002,security,0
RUS_57_2002.txt.39,RUS_57_2002.txt.39,"The danger of nuclear, chemical and biological weapons or their components falling into the irresponsible hands of terrorists increases international terrorism's potential to cause devastation.",RUS,2002,security,0
RUS_57_2002.txt.40,RUS_57_2002.txt.40,This means that there is a need to step up efforts to strengthen the non-proliferation regime for weapons of mass destruction and their delivery vehicles.,RUS,2002,security,0
RUS_57_2002.txt.41,RUS_57_2002.txt.41,"21  By acting jointly and responsibly, we have already achieved a great deal.",RUS,2002,security,1
RUS_57_2002.txt.42,RUS_57_2002.txt.42,"When we speak about the establishment of new regimes for the non- proliferation of weapons of mass destruction and for arms control, we by no means wish to imply a renunciation of regimes and agreements already in effect.",RUS,2002,security,0
RUS_57_2002.txt.43,RUS_57_2002.txt.43,They are our shared protective mechanism  a mechanism that is very reliable and has stood the test of time.,RUS,2002,security,1
RUS_57_2002.txt.44,RUS_57_2002.txt.44,Unjustified removal of the key elements of the international legal framework of non-proliferation can aggravate the international military and strategic situation and undermine global security.,RUS,2002,security,0
RUS_57_2002.txt.45,RUS_57_2002.txt.45,"Furthermore, we should universalize' the most important agreements on non-proliferation of nuclear weapons and on comprehensive nuclear test ban.",RUS,2002,security,0
RUS_57_2002.txt.46,RUS_57_2002.txt.46,The missile sphere needs a sustainable negotiating process aimed at concluding an international arrangement on a global regime of missile and missile technology non- proliferation.,RUS,2002,security,0
RUS_57_2002.txt.47,RUS_57_2002.txt.47,The prevention of the deployment of weapons in outer space forms an integral part of the non- proliferation process.,RUS,2002,security,0
RUS_57_2002.txt.48,RUS_57_2002.txt.48,Together with a number of our partners we suggest that a comprehensive agreement be worked out aimed at preserving outer space as a zone free from any kind of weapons.,RUS,2002,security,0
RUS_57_2002.txt.49,RUS_57_2002.txt.49,"We are confident that this proposal serves the interests of all States, and expect that it will enjoy wide support.",RUS,2002,security,1
RUS_57_2002.txt.50,RUS_57_2002.txt.50,"Since its establishment, the United Nations has been engaged in the settlement of regional conflicts.",RUS,2002,security,0
RUS_57_2002.txt.51,RUS_57_2002.txt.51,Those so-called local problems have long turned into one of the main threats to international stability.,RUS,2002,security,0
RUS_57_2002.txt.52,RUS_57_2002.txt.52,"Terrorism, political extremism, and economic and social degradation are their customary companions.",RUS,2002,security,0
RUS_57_2002.txt.53,RUS_57_2002.txt.53,"Certainly, the primary responsibility in any settlement rests with the relevant parties, but multilateral mechanisms have also repeatedly demonstrated their effectiveness in the restoration of peace and concord.",RUS,2002,security,0
RUS_57_2002.txt.54,RUS_57_2002.txt.54,A tangible progress made with the United Nations visible involvement in the post-Taliban reconstruction of Afghanistan is one of our common accomplishments.,RUS,2002,security,1
RUS_57_2002.txt.55,RUS_57_2002.txt.55,We can add to this the adoption by the United Nations Security Council of major practical decisions in support of a comprehensive settlement in the Middle East and the resolution of crises in a number of African countries.,RUS,2002,security,0
RUS_57_2002.txt.56,RUS_57_2002.txt.56,"And yet, we are still far from a radical decrease in the number and intensity of armed conflicts.",RUS,2002,security,0
RUS_57_2002.txt.57,RUS_57_2002.txt.57,"Hard work, requiring great human as well as material and financial resources, is awaiting us.",RUS,2002,security,1
RUS_57_2002.txt.58,RUS_57_2002.txt.58,But the most important here is the presence of a strong political will to implement the provisions of the United Nations Charter pertaining to the peaceful settlement of disputes.,RUS,2002,security,0
RUS_57_2002.txt.59,RUS_57_2002.txt.59,"Experience shows that no matter how complex international crises and conflicts may be, whatever challenges and threats they may be fraught with, they can be settled with the aid of United Nations instruments and on the basis of international law.",RUS,2002,security,0
RUS_57_2002.txt.60,RUS_57_2002.txt.60,"This fully applies to the situation around Iraq, which has long required political settlement in strict compliance with the Security Council resolutions.",RUS,2002,security,0
RUS_57_2002.txt.61,RUS_57_2002.txt.61,The entire international community benefits from a steady enhancement of the leading role of our Organization in peacemaking.,RUS,2002,security,0
RUS_57_2002.txt.62,RUS_57_2002.txt.62,We cannot relax our attention to this task.,RUS,2002,security,1
RUS_57_2002.txt.63,RUS_57_2002.txt.63,"At all times and throughout the world, terrorism and extremism have tried to justify themselves with continuous social and economic instability and poverty.",RUS,2002,security,0
RUS_57_2002.txt.64,RUS_57_2002.txt.64,While recognizing the existence of these serious problems we should state most resolutely that terrorism does not and will not have any justification.,RUS,2002,security,0
RUS_57_2002.txt.65,RUS_57_2002.txt.65,"At the same time, the creation of a sustainable and fair global financial and economic structure would, certainly, help combat many dangerous challenges to mankind.",RUS,2002,development,0
RUS_57_2002.txt.66,RUS_57_2002.txt.66,"The latest major international forums  the International Conference on Financing for Development in Monterey, World Food Summit in Rome, World Summit on Sustainable Development in Johannesburg  adopted decisions designed to uproot the causes of the most threatening disparities in the world.",RUS,2002,development,0
RUS_57_2002.txt.67,RUS_57_2002.txt.67,The next step is to implement the agreements we have reached.,RUS,2002,development,1
RUS_57_2002.txt.68,RUS_57_2002.txt.68,Equally sweeping are the tasks that face us in the field of environmental protection.,RUS,2002,development,0
RUS_57_2002.txt.69,RUS_57_2002.txt.69,Natural disasters that afflicted many regions of our planet this summer have demonstrated again that the solution of environmental issues cannot be put off unless we want to endanger the very survival of future generations.,RUS,2002,development,0
RUS_57_2002.txt.70,RUS_57_2002.txt.70,This sphere also depends on multilateral efforts that exclude the egoism of individual States.,RUS,2002,development,1
RUS_57_2002.txt.71,RUS_57_2002.txt.71,The initiative of Russian President Vladimir V.,RUS,2002,development,1
RUS_57_2002.txt.72,RUS_57_2002.txt.72,Putin on holding in autumn 2003 a World Conference on Climate Change in Moscow is designed to coordinate our efforts in this field.,RUS,2002,development,0
RUS_57_2002.txt.73,RUS_57_2002.txt.73,"22  A year ago, the Russian Federation called on the international community from the podium of the United Nations General Assembly to create a global system of counteraction to present-day threats and challenges that would be aimed at tackling real issues in the sphere of security and at meeting the vital interests of each and every State.",RUS,2002,security,0
RUS_57_2002.txt.74,RUS_57_2002.txt.74,This system would provide for long-term international stability and sustainable development.,RUS,2002,development,0
RUS_57_2002.txt.75,RUS_57_2002.txt.75,"To be efficient, such a system needs a generally recognized coordinating centre capable of rallying the international community.",RUS,2002,development,1
RUS_57_2002.txt.76,RUS_57_2002.txt.76,"And we do have such a centre  the United Nations with its unique legitimacy, universality and experience.",RUS,2002,un,0
RUS_57_2002.txt.77,RUS_57_2002.txt.77,Our common task is to unite around the United Nations to provide it with the necessary potential and resources and to develop as much as possible its internal reserves.,RUS,2002,un,0
RUS_57_2002.txt.78,RUS_57_2002.txt.78,"Today, we can state with satisfaction that the global system is already evolving and the beginning of this process is largely successful.",RUS,2002,un,1
RUS_57_2002.txt.79,RUS_57_2002.txt.79,We suggest that an additional impetus should be given to this process and a resolution to encourage a most prompt creation of a global system of counteraction to present-day threats and challenges should be adopted at this session of the General Assembly.,RUS,2002,un,0
RUS_57_2002.txt.80,RUS_57_2002.txt.80,"By doing so, we will direct all States towards the joint elaboration of its general shape and parameters.",RUS,2002,un,1
RUS_57_2002.txt.81,RUS_57_2002.txt.81,This is even more relevant because some of its parameters are already visible.,RUS,2002,un,1
RUS_57_2002.txt.82,RUS_57_2002.txt.82,"It is apparent that the system to be created must be: ñ Global, as modern challenges in the context of globalization pose a universal threat, and should be addressed at the global level. ñ Comprehensive in scope, as each of the modern threats bears a huge destructive potential and all such problems without exceptions should be embraced by the system. ñ Holistic in approach, as quite often the new threats and challenges are directly interrelated. ñ Universal in participation.",RUS,2002,un,1
RUS_57_2002.txt.83,RUS_57_2002.txt.83,"Finally, the system should become a reflection of the international rule of law, as its power will be built on principles and regulations of international law, the United Nations Charter above all.",RUS,2002,un,1
RUS_57_2002.txt.84,RUS_57_2002.txt.84,"We bear grave responsibility to future generations, and the model of world order we will establish is destined to influence the life on our planet for decades.",RUS,2002,security,0
RUS_57_2002.txt.85,RUS_57_2002.txt.85,"As for Russia, we have made our choice.",RUS,2002,security,1
RUS_57_2002.txt.86,RUS_57_2002.txt.86,"This is the choice in favour of a democratic, multi- polar world order, which would guarantee sustainable development and equal security for all States; a world order formed on the basis of the extensive structure of multilateral institutions integrated within the framework of the United Nations.",RUS,2002,security,1
RUS_57_2002.txt.87,RUS_57_2002.txt.87,We hope that the decisions of this General Assembly session will mark an important stage of this process.,RUS,2002,un,0
AFG_58_2003.txt.1,AFG_58_2003.txt.1,There is no reality more oppressive than the silence of a nation.,AFG,2003,security,0
AFG_58_2003.txt.2,AFG_58_2003.txt.2,"For too long, Afghanistan was a silenced nation, a country without a voice.",AFG,2003,security,0
AFG_58_2003.txt.3,AFG_58_2003.txt.3,"After decades of being suppressed into silence, our nation is beginning to have a voice of its own.",AFG,2003,security,0
AFG_58_2003.txt.4,AFG_58_2003.txt.4,"Recovering from the tragedy of war and destruction, Afghanistan is determined to reverse the effects of the suffering it has long endured.",AFG,2003,security,0
AFG_58_2003.txt.5,AFG_58_2003.txt.5,A lot has changed in Afghanistan over the last two years.,AFG,2003,security,1
AFG_58_2003.txt.6,AFG_58_2003.txt.6,But no change is so critical and pervasive as the animated response of the people of Afghanistan to the recent developments in our country.,AFG,2003,development,0
AFG_58_2003.txt.7,AFG_58_2003.txt.7,I find no sight more rewarding than that of our young girls and boys flocking to schools every morning.,AFG,2003,development,0
AFG_58_2003.txt.8,AFG_58_2003.txt.8,I find few things more engaging than the company of elderly representatives who come to Kabul from far-flung parts of the country to discuss their priorities for reconstruction.,AFG,2003,development,0
AFG_58_2003.txt.9,AFG_58_2003.txt.9,"And, in the same order, there is nothing more enthusing than the active participation of Afghan men and women in the process of public consultation for the new constitution.",AFG,2003,development,0
AFG_58_2003.txt.10,AFG_58_2003.txt.10,"From the public consultations conducted in connection with the constitution drafting process, we know that the people of Afghanistan want a modern, unitary State that is committed to Islamic values and the preservation of peace and national unity, a State that ensures security for all its citizens, enforces justice and the rule of law and promotes prosperity.",AFG,2003,security,0
AFG_58_2003.txt.11,AFG_58_2003.txt.11,"As in any post-war society, the need for security and for removing the threat of arms and armed factions is a compelling issue for all Afghans.",AFG,2003,security,0
AFG_58_2003.txt.12,AFG_58_2003.txt.12,"Our people demand the establishment of truly national and competent institutions, notably the army and the police.",AFG,2003,security,0
AFG_58_2003.txt.13,AFG_58_2003.txt.13,Afghans want State institutions that are professional and representative and an administration that is efficient and free of corruption.,AFG,2003,democracy,0
AFG_58_2003.txt.14,AFG_58_2003.txt.14,"The Afghan people want tolerance for other religions, protection of human rights and affirmative action to promote the rights of women.",AFG,2003,human,0
AFG_58_2003.txt.15,AFG_58_2003.txt.15,"Since I addressed the Assembly in September of last year, Afghanistan has taken significant strides in the path of post-war reconstruction.",AFG,2003,development,1
AFG_58_2003.txt.16,AFG_58_2003.txt.16,"While total stability may not have been achieved yet, today Afghanistan is more stable and peaceful than in any other period in its recent history.",AFG,2003,security,0
AFG_58_2003.txt.17,AFG_58_2003.txt.17,"The International Security Assistance Force (ISAF), to the credit of the participating countries, has done a tremendous job of securing the nation's capital.",AFG,2003,security,0
AFG_58_2003.txt.18,AFG_58_2003.txt.18,"That is partly the reason that people from other parts of the country have demanded that ISAF be expanded to their areas, too.",AFG,2003,security,1
AFG_58_2003.txt.19,AFG_58_2003.txt.19,We see NATO's decision to take over the command of ISAF in Kabul as a positive development.,AFG,2003,security,1
AFG_58_2003.txt.20,AFG_58_2003.txt.20,The Afghan people have also welcomed the provincial reconstruction teams that are supported by the coalition member States.,AFG,2003,development,0
AFG_58_2003.txt.21,AFG_58_2003.txt.21,"Reconstruction and security are tied to one another, and we are absolutely certain that no matter what flag they fly, forces that ensure stability will be welcomed throughout Afghanistan.",AFG,2003,development,0
AFG_58_2003.txt.22,AFG_58_2003.txt.22,"However, we recognize that providing security to the people of Afghanistan is ultimately our own responsibility.",AFG,2003,security,0
AFG_58_2003.txt.23,AFG_58_2003.txt.23,"We are grateful to the international community, the United States and Germany in particular, for making a determined effort to help us embark on a process of reforming and rebuilding our security institutions, namely the Afghan National Army and the national police.",AFG,2003,security,0
AFG_58_2003.txt.24,AFG_58_2003.txt.24,"After an arduous process of restructuring, we have just completed the reform of the Ministry of Defence.",AFG,2003,security,0
AFG_58_2003.txt.25,AFG_58_2003.txt.25,"That step is now paving the way for the implementation of the nation-wide programme on disarmament, demobilization and reintegration, which will begin in earnest in mid-October with assistance from Japan.",AFG,2003,security,0
AFG_58_2003.txt.26,AFG_58_2003.txt.26,A Constitution is the bedrock of the modern State.,AFG,2003,democracy,1
